"ITEM_ID","LABEL","REVIEW_ID","KEYWORDS","Cat","ABSTRACT","TITLE"
"pubmed-30556326",0,"NDC-SOLES","AdolescentAnimalsAutism Spectrum Disorder/*genetics/physiopathologyBrain/*diagnostic imaging/physiopathologyBrain Mapping/methodsChildDisease Models AnimalFemale*GenotypeHumansMagnetic Resonance Imaging/*methodsMaleMiceMice Inbred C57BL*PhenotypeReceptors Pituitary Adenylate Cyclase-Activating Polypeptide Type I/*geneticsPac1ramygdalaautismgenetic modifierneuroimaging",NA,"","PAC1R Genotype to Phenotype Correlations in Autism Spectrum Disorder"
"pubmed-31045243",1,"NDC-SOLES","AnimalsElectrophysiological Phenomena/drug effects/physiologyEpilepsies Myoclonic/*diet therapy/metabolismFeverGABA Modulators/*pharmacologyGene Expression Regulation/drug effectsHeterocyclic Compounds 2-Ring/*pharmacologyMice Inbred StrainsNAV1.1 Voltage-Gated Sodium Channel/genetics/metabolismProtein SubunitsReceptors GABA-A/*metabolismSeizures/*prevention & controlDravet syndromeGABA receptorα2 subunit",NA,"","Potentiating α(2) subunit containing perisomatic GABA(A) receptors protects against seizures in a mouse model of Dravet syndrome"
"pubmed-31120883",0,"NDC-SOLES","AnimalsCell MovementCell ProliferationEmbryo MammalianGATA4 Transcription Factor/*genetics/metabolismGATA6 Transcription Factor/*genetics/metabolismGene Expression RegulationHaploinsufficiencyHedgehog Proteins/*genetics/metabolismHeterozygoteHumansMiceMice TransgenicMyocytes Cardiac/metabolism/pathologySignal TransductionSmoothened Receptor/*genetics/metabolismTruncus Arteriosus/abnormalities/metabolismVentricular Outflow Obstruction/*genetics/metabolism/pathologyVentricular Septum/*metabolism/pathology",NA,"","Gata4 regulates hedgehog signaling and Gata6 expression for outflow tract development"
"pubmed-31273723",1,"NDC-SOLES","AnimalsAnxiety*Behavior AnimalDisease Models AnimalDisease SusceptibilityGenetic Association StudiesHumansLocomotionMental Disorders/diagnosis/*etiology/metabolismMethyl-CpG-Binding Protein 2/*genetics/metabolismMiceMutationNervous System Diseases/diagnosis/*etiology/metabolism*PhenotypeRett Syndrome/diagnosis/*etiology/metabolismBehavioral assaysCrawley boxMethyl-CpG-binding protein 2 (MECP2)Mouse modelsNeuropsychiatric disordersOpen fieldRett syndromeRotarod",NA,"","Behavioral Characterization of MeCP2 Dysfunction-Associated Rett Syndrome and Neuropsychiatric Disorders"
"pubmed-31978189",1,"NDC-SOLES","AnimalsBrain/pathology/physiologyCells CulturedDisease Models AnimalElectroencephalographyEpilepsy/drug therapy/metabolism/*pathologyHippocampus/cytology/metabolism/pathologyMelanocytes/cytology/metabolismMiceMice Inbred C57BLMice KnockoutMitochondria/metabolismSignal Transduction/drug effectsSirolimus/pharmacology/therapeutic useTOR Serine-Threonine Kinases/antagonists & inhibitors/*metabolismTuberous Sclerosis Complex 2 Protein/deficiency/genetics",NA,"","Epilepsy in a melanocyte-lineage mTOR hyperactivation mouse model: A novel epilepsy model"
"pubmed-32011705",1,"NDC-SOLES","AnimalsAutistic Disorder/*geneticsBase CompositionCell Adhesion Molecules Neuronal/*genetics*Evolution MolecularHumansMicePhylogeny*Pseudoautosomal RegionsRepetitive Sequences Nucleic AcideumuroideaNlgn4autism spectrum disordersneural cell-adhesion moleculepseudoautosomalsynaptogenesis",NA,"","Evolution of the Autism-Associated Neuroligin-4 Gene Reveals Broad Erosion of Pseudoautosomal Regions in Rodents"
"pubmed-32072336",1,"NDC-SOLES","AnimalsAutism Spectrum Disorder/*drug therapy/microbiology/physiopathology*Behavior Animal/drug effectsDisease Models AnimalFemale*Gastrointestinal Microbiome/drug effectsGenotypeHomeodomain Proteins/geneticsMaleMiceMice TransgenicNaphthoquinones/administration & dosage/pharmacokinetics/*pharmacologyNerve Tissue Proteins/*deficiency/geneticsSocial BehaviorSocial CognitionSyndromeActivity-dependent neuroprotective protein (ADNP)AutismBehaviorMicrobiotaNap (cp201)",NA,"","Microbiota changes associated with ADNP deficiencies: rapid indicators for NAP (CP201) treatment of the ADNP syndrome and beyond"
"pubmed-32620897",0,"NDC-SOLES","AnimalsCarrier Proteins/*genetics/metabolismChildDNA Mutational AnalysisDatasets as TopicDendrites/pathologyDisease Models AnimalGene Knock-In TechniquesHEK293 CellsHippocampus/cytology/pathologyHumansIntellectual Disability/diagnosis/*genetics/pathologyIon Channels/genetics/*metabolismMaleMembrane Proteins/*genetics/*metabolismMiceMice KnockoutMutationNerve Tissue Proteins/*genetics/metabolismPrimary Cell CultureProtein Domains/geneticsSeverity of Illness IndexWhole Exome Sequencing",NA,"","Intellectual disability-associated UNC80 mutations reveal inter-subunit interaction and dendritic function of the NALCN channel complex"
"pubmed-32801156",0,"NDC-SOLES","AnimalsAstrocytes/*metabolismDisks Large Homolog 4 Protein/metabolismEphrin-B1/genetics/*metabolism*Excitatory Postsynaptic PotentialsHippocampus/cytology/growth & development/*metabolism/physiology*Inhibitory Postsynaptic PotentialsMaleMembrane Proteins/metabolismMiceMice Inbred C57BLPyramidal Cells/metabolism/physiologySocial BehaviorVesicular Glutamate Transport Protein 1/metabolismVesicular Inhibitory Amino Acid Transport Proteins/metabolismastrocytedevelopmentephrinexcitatory-inhibitory balancehippocampussynapse",NA,"","Astrocytic Ephrin-B1 Controls Excitatory-Inhibitory Balance in Developing Hippocampus"
"pubmed-33202683",0,"NDC-SOLES","Age FactorsAnimalsAnimals NewbornCholine/*administration & dosage*Dietary SupplementsEthanol/*toxicityFemaleFetal Alcohol Spectrum DisordersMagnetic Resonance ImagingMaleMaze LearningMemory Disorders/chemically induced/*prevention & controlMemory Short-TermPrefrontal Cortex/drug effectsPregnancyPrenatal Exposure Delayed Effects/chemically induced/*prevention & controlRatsattentional set shiftingdelayed non-matching to placefMRIprefrontalprenatal alcoholreversal learningstriatum",NA,"","Choline Plus Working Memory Training Improves Prenatal Alcohol-Induced Deficits in Cognitive Flexibility and Functional Connectivity in Adulthood in Rats"
"pubmed-33287601",0,"NDC-SOLES","Humans*Autism Spectrum Disorder/genetics*Intellectual DisabilityPhenotypePolymorphism Single Nucleotide/geneticsMutation MissenseDNA-Binding ProteinsAutismCc2d1aautism spectrum disordergenevariation",NA,"","Novel alterations of CC2D1A as a candidate gene in a Turkish sample of patients with autism spectrum disorder"
"pubmed-33501714",1,"NDC-SOLES","AnimalsAutism Spectrum Disorder/geneticsCell AdhesionCell Adhesion Molecules/*geneticsCell Membrane/metabolismDendritic Spines/metabolismFemaleGlycosylationHippocampus/pathologyHumansL CellsMaleMiceMolecular Sequence AnnotationMutant Proteins/metabolismMutation/*geneticsNeurodevelopmental Disorders/*geneticsProteolysisRats WistarSchizophrenia/geneticsSynapses/metabolismDscaml1mutationsneurodevelopmental disorder",NA,"","Potential involvement of DSCAML1 mutations in neurodevelopmental disorders"
"pubmed-33855352",0,"NDC-SOLES","AnimalsDNA Ligase ATP/*geneticsFemaleGastrointestinal Diseases/*genetics/pathologyGastrointestinal Motility/*geneticsHumansMaleMitochondrial Encephalomyopathies/*genetics/pathologyMutationPedigreePoly-ADP-Ribose Binding Proteins/*geneticsZebrafishLig3CipoMngiemtDNA repairmtDNA replication",NA,"","Biallelic variants in LIG3 cause a novel mitochondrial neurogastrointestinal encephalomyopathy"
"pubmed-34115327",0,"NDC-SOLES","Animals*Autism Spectrum Disorder/chemically inducedBehavior AnimalChoice BehaviorDisease Models AnimalFemaleHumans*Prenatal Exposure Delayed EffectsRatsSocial BehaviorValproic Acid/adverse effectsAutism spectrum disorder (ASD)Delay discountingTime perceptionTimingValproic Acid",NA,"","Timing and Intertemporal Choice Behavior in the Valproic Acid Rat Model of Autism Spectrum Disorder"
"pubmed-34309811",0,"NDC-SOLES","Animals*Hyperkinesis/geneticsMutation/geneticsSignal TransductionTOR Serine-Threonine Kinases/genetics/metabolism*Zebrafish/metabolismEpilepsyHyperactivityUbtorZebrafishmTOR",NA,"","ubtor Mutation Causes Motor Hyperactivity by Activating mTOR Signaling in Zebrafish"
"pubmed-34354107",0,"NDC-SOLES","AdultBiomarkers/metabolismBrain/metabolismCerebral Cortex/metabolismFluorine RadioisotopesFragile X Mental Retardation Protein/genetics/metabolismFragile X Syndrome/*diagnostic imaging/*geneticsGene Expression/geneticsGene Expression Regulation/geneticsHumansMaleMiddle AgedPositron-Emission Tomography/methodsReceptor Metabotropic Glutamate 5/*genetics/metabolism",NA,"","In vivo imaging of mGlu5 receptor expression in humans with Fragile X Syndrome towards development of a potential biomarker"
"pubmed-34494546",0,"NDC-SOLES","AnimalsAstrocytes/*metabolismFemaleGlutamic Acid/*metabolismHumansMaleMiceMice Inbred C57BLNeurodevelopmental Disorders/genetics/*metabolismNeurons/metabolismPresynaptic Terminals/metabolismRatsRats Sprague-DawleySynapses/genetics/*metabolismVisual Cortex/growth & development/metabolismastrocytesdevelopmental biologygene expressionmouseneuronal activityneurosciencesynaptic terminalsvisual development",NA,"","Activity-dependent modulation of synapse-regulating genes in astrocytes"
"pubmed-34525371",0,"NDC-SOLES","AnimalsBehavior AnimalBrain/metabolismDopamine/metabolismDopaminergic Neurons/*metabolismHumansInduced Pluripotent Stem Cells/cytology/metabolismMaleMiceMice KnockoutRepressor Proteins/deficiency/genetics/*metabolismSubstantia Nigra/metabolism/pathologyTranscriptomeVentral Tegmental Area/metabolism/pathologyalpha-Synuclein/genetics/metabolismalpha-synucleinbehaviorcircuitsdevelopmentdopaminergic neuronsiPSCsmouseneurodegenerationneuronal diversitytranscription factor",NA,"","The transcription factor BCL11A defines distinct subsets of midbrain dopaminergic neurons"
"pubmed-34535637",0,"NDC-SOLES","*Alzheimer Disease/geneticsAnimals*Autism Spectrum Disorder*Autistic DisorderMiceMicrofilament ProteinsNerve Tissue ProteinsProteomeProteomicsSignal TransductionTOR Serine-Threonine Kinases",NA,"","Proteomics of autism and Alzheimer's mouse models reveal common alterations in mTOR signaling pathway"
"pubmed-34692539",0,"NDC-SOLES","Ash1lH3K36me2MLL-AF9 fusionMll1histone modificationleukemogenesis",NA,"","Histone H3K36me2-Specific Methyltransferase ASH1L Promotes MLL-AF9-Induced Leukemogenesis"
"pubmed-34908527",1,"NDC-SOLES","AnimalsDrosophila Proteins/*genetics/metabolismDrosophila melanogaster/genetics/*physiologyModels AnimalMushroom Bodies/physiologyNeurogenesisSleep/*geneticsCul3D. melanogasterautismdevelopmental biologyneuroblastneurodevelopmental disordersneurosciencesleep disorders",NA,"","insomniac links the development and function of a sleep-regulatory circuit"
"pubmed-34909687",0,"NDC-SOLES","Caenorhabditis elegans disease modellingV-ATPaseepileptic encephalopathylysosomal diseaseorganelle acidification",NA,"","Variants in ATP6V0A1 cause progressive myoclonus epilepsy and developmental and epileptic encephalopathy"
"pubmed-35013239",1,"NDC-SOLES","AnimalsCell DifferentiationChromatinEmbryonic Stem CellsGenomic InstabilityHEK293 CellsHomeodomain Proteins/chemistry/genetics/metabolismHumansInduced Pluripotent Stem CellsMiceMutationNerve Tissue Proteins/chemistry/genetics/metabolismNeurons/metabolism*ProteomicsR-Loop Structures/genetics/*physiologyRNA/*metabolismZinc Fingers",NA,"","Proximity labeling identifies a repertoire of site-specific R-loop modulators"
"pubmed-35134716",0,"NDC-SOLES","Animals*Autism Spectrum Disorder/chemically induced/epidemiologyFemaleMicroplasticsPlastics/toxicityPregnancyRisk FactorsSexual MaturationAutism spectrum disorderEgr-1MicroplasticPolyethylenemicrobiome",NA,"","Pre/post-natal exposure to microplastic as a potential risk factor for autism spectrum disorder"
"pubmed-35610565",0,"NDC-SOLES","*Aging/physiology*Alzheimer Disease/genetics/metabolismAnimals*Calcium-Binding Proteins/genetics/metabolism*Chronobiology Disorders/genetics/metabolism*DNA-Binding Proteins/genetics/metabolismDisease Models Animal*Down Syndrome/genetics/metabolismFemaleMaleMiceMotor Activity/physiology*Muscle Proteins/genetics/metabolismSuprachiasmatic Nucleus/metabolismTranscription Factors/genetics/metabolismAgingAlzheimer’sCalcineurinCircadian rhythmsDscr1Down syndromeFree-runningLight-entrained",NA,"","RCAN1 knockout and overexpression recapitulate an ensemble of rest-activity and circadian disruptions characteristic of Down syndrome Alzheimer's disease and normative aging"
"pubmed-35819332",0,"NDC-SOLES","Actin Cytoskeleton/metabolism*Actins/metabolismAnimalsMiceMicrofilament Proteins/genetics/metabolism*Nerve Tissue Proteins/genetics/metabolismNeuronal PlasticityNeurons/metabolism*Post-Synaptic Density/metabolismPseudopodia/genetics/metabolismSynapses/genetics/metabolism",NA,"","IRSp53 promotes postsynaptic density formation and actin filament bundling"
"pubmed-36152629",0,"NDC-SOLES","Animals*Autism Spectrum Disorder/geneticsCalbindin 2/geneticsCerebral CortexChromosome Deletion*Chromosome Disorders/geneticsChromosomes Human Pair 16/geneticsDNA Copy Number VariationsGenomicsHumans*Intellectual Disability/geneticsMiceNeuronsRna16p11.2CrisprRNAseqcerebral organoidcopy-number variationgenomic disordertranscriptome",NA,"","Tissue- and cell-type-specific molecular and functional signatures of 16p11.2 reciprocal genomic disorder across mouse brain and human neuronal models"
"pubmed-36293496",0,"NDC-SOLES","MiceAnimalsMice Inbred mdx*Dystrophin/metabolismReceptors GABA-A/genetics/metabolismMice Inbred C57BL*Muscular Dystrophy Duchenne/metabolismgamma-Aminobutyric Acid/metabolismBenzodiazepinesDuchenne muscular dystrophyGABAA-receptor clusteringGABAergic synapsesPET brain imagingimmunofluorescenceoutcome measureswestern blots",NA,"","Abnormal Expression of Synaptic and Extrasynaptic GABA(A) Receptor Subunits in the Dystrophin-Deficient mdx Mouse"
"pubmed-36318534",0,"NDC-SOLES","AnimalsMicroglia/metabolismZebrafish*Autism Spectrum Disorder/metabolismNeurons/physiologySocial BehaviorProsencephalon*Microbiota",NA,"","The microbiota promotes social behavior by modulating microglial remodeling of forebrain neurons"
"pubmed-7976481",0,"NDC-SOLES","Acetylcholinesterase/metabolismAnimalsAnimals NewbornAvoidance Learning/physiologyBehavior Animal/*physiologyCerebral Cortex/anatomy & histology/enzymology/*growth & developmentDisease Models AnimalIntellectual Disability/pathology/*physiopathology/psychologyMaze Learning/physiologyMiceMice Inbred BALB CMotor Activity/physiologyRegression Analysis",NA,"","Developmental regulation of adult cortical morphology and behavior: an animal model for mental retardation"
"pubmed-9060410",1,"NDC-SOLES","Amino Acid SequenceAnimalsCalcium Channels/*geneticsCalcium Channels N-TypeCalcium Channels P-TypeCalcium Channels Q-TypeCerebellar Ataxia/*geneticsCerebellum/*metabolismChromosome MappingChromosomes Human Pair 19DNA ComplementaryGene ExpressionHumansMiceMice Neurologic MutantsMigraine Disorders/geneticsMolecular Sequence DataMutationRatsSeizures/*geneticsSequence Analysis DNASequence Homology Amino AcidSpinocerebellar Degenerations/genetics",NA,"","Mutations in the Cacnl1a4 calcium channel gene are associated with seizures cerebellar degeneration and ataxia in tottering and leaner mutant mice"
"pubmed-9140392",0,"NDC-SOLES","AnimalsBehavior Animal/*physiologyBrain/pathologyChromosomes Artificial YeastDown Syndrome/*geneticsElectrophysiologyEye/pathologyGene DosageHumansLearning/*physiologyMaze Learning/physiologyMiceMice Transgenic/*geneticsMolecular Sequence DataMotor Activity/geneticsProtein Serine-Threonine Kinases/*geneticsProtein-Tyrosine KinasesSequence Homology Nucleic AcidTransgenes",NA,"","Functional screening of 2 Mb of human chromosome 21q22.2 in transgenic mice implicates minibrain in learning defects associated with Down syndrome"
"pubmed-9442260",0,"NDC-SOLES","AnimalsChromosome MappingDisease Models AnimalDown Syndrome/*embryology/geneticsEar/*embryology*Embryonic and Fetal DevelopmentEye/*embryology/ultrastructureFemaleHumansMaleMiceMice Inbred StrainsMice Mutant StrainsMicroscopy Electron ScanningNasal Septum/embryology/ultrastructureNose/*embryology/ultrastructureSkull/*embryology/ultrastructure*Trisomy",NA,"","The embryonic development of sensory organs and the skull in the trisomy 16 mouse an animal model for Down's syndrome"
"pubmed-9731525",0,"NDC-SOLES","AnimalsBase SequenceBrain/*metabolismCOS CellsCloning MolecularFemaleFluorescent Antibody Technique IndirectHumansIntellectual Disability/*geneticsMaleMiceMolecular Sequence Data*MutationPedigreeProtein Serine-Threonine Kinases/*genetics/metabolismRatsRecombinant Proteins/genetics/metabolismSequence Analysis DNA*X Chromosomep21-Activated Kinases",NA,"","PAK3 mutation in nonsyndromic X-linked mental retardation"
